City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,wladyslawowo,54.7909,18.4009,11.75,81,1,3.29,PL,1686003420
1,laojunmiao,39.8333,97.7333,11.23,49,4,1.31,CN,1686003595
2,port mathurin,-19.6833,63.4167,24.59,74,10,9.82,MU,1686003099
3,waitangi,-43.9535,-176.5597,10.46,84,100,0.45,NZ,1686003098
4,rogozno,52.7523,16.9905,16.12,65,100,3.4,PL,1686003596
5,albany,42.6001,-73.9662,21.43,45,100,3.07,US,1686003101
6,hamilton,39.1834,-84.5333,27.92,33,0,5.14,US,1686002973
7,vilyuchinsk,52.9306,158.4028,9.03,92,100,1.36,RU,1686003104
8,puerto baquerizo moreno,-0.9,-89.6,27.55,78,40,5.14,EC,1686003596
9,elmina,5.0898,-1.348,26.22,85,100,4.11,GH,1686003596
10,hithadhoo,-0.6,73.0833,27.9,75,96,1.72,MV,1686003109
11,tarauaca,-8.1614,-70.7656,25.11,93,19,0.78,BR,1686003110
12,salaqi,40.5414,110.5108,17.64,39,2,1.37,CN,1686003596
13,magog,45.2668,-72.1491,21.24,34,100,2.06,CA,1686003596
14,prado,-17.3411,-39.2208,22.08,73,4,2.74,BR,1686003134
15,edinburgh of the seven seas,-37.0676,-12.3116,12.27,80,100,11.92,SH,1686003110
16,papatowai,-46.5619,169.4708,7.37,78,22,1.76,NZ,1686003099
17,novyy urgal,51.0736,132.5642,12.51,81,37,1.17,RU,1686003597
18,port elizabeth,-33.918,25.5701,9.16,81,0,1.54,ZA,1686003101
19,axim,4.8699,-2.2405,25.98,87,98,3.23,GH,1686003597
20,longyearbyen,78.2186,15.6401,2.91,70,20,6.17,SJ,1686003131
21,lihue,21.9789,-159.3672,27.58,69,0,3.6,US,1686003122
22,blackmans bay,-43.0167,147.3167,7.51,88,85,4.44,AU,1686003104
23,saipan,15.1355,145.701,28.39,100,0,8.23,MP,1686003111
24,port-aux-francais,-49.35,70.2167,3.29,65,46,17.18,TF,1686003099
25,pangody,65.85,74.4859,10.9,89,20,6.88,RU,1686003597
26,iqaluit,63.7506,-68.5145,2.85,75,75,1.79,CA,1686003102
27,taro,-8.3862,115.28,22.0,95,66,0.72,ID,1686003597
28,rongelap,11.1635,166.8941,27.75,80,75,7.08,MH,1686003598
29,kurlovo,55.4325,40.4854,7.82,95,7,1.75,RU,1686003598
30,suva,-18.1416,178.4415,23.71,94,75,1.03,FJ,1686003598
31,koraput,18.8167,82.7167,26.04,47,100,1.34,IN,1686003598
32,kolonia,50.9333,6.95,19.36,54,0,0.51,DE,1686002953
33,ribeira grande,38.5167,-28.7,18.21,91,100,5.36,PT,1686003113
34,tolanaro,-25.0319,46.9987,20.11,90,0,4.18,MG,1686003126
35,talnakh,69.4865,88.3972,8.45,67,100,4.1,RU,1686003131
36,tarinkot,32.6268,65.8733,23.12,20,0,1.14,AF,1686003598
37,saldanha,-33.0117,17.9442,7.03,66,13,2.65,ZA,1686003123
38,coyhaique,-45.5752,-72.0662,7.97,76,75,4.12,CL,1686003598
39,jijiga,9.35,42.8,18.63,79,53,2.79,ET,1686003598
40,santa maria,-29.6842,-53.8069,17.02,89,94,2.27,BR,1686003599
41,port douglas,-16.4833,145.4667,23.28,87,55,5.61,AU,1686003599
42,adamstown,-25.066,-130.1015,20.71,59,70,9.25,PN,1686003098
43,newman,37.3138,-121.0208,31.8,25,81,2.67,US,1686003139
44,aasiaat,68.7098,-52.8699,-0.27,79,93,4.92,GL,1686003114
45,northam,51.0333,-4.2167,13.67,74,0,3.23,GB,1686003124
46,imbituba,-28.24,-48.6703,18.75,83,84,4.48,BR,1686003123
47,kristinestad,62.2743,21.376,7.28,72,77,4.37,FI,1686003599
48,awjilah,29.1081,21.2869,31.36,23,89,11.9,LY,1686003599
49,antalaha,-14.9003,50.2788,22.84,83,57,3.34,MG,1686003153
50,iskateley,67.6803,53.1512,4.25,75,99,10.67,RU,1686003105
51,bethel,41.3712,-73.414,23.05,48,40,2.57,US,1686003098
52,obudu,6.6674,9.1716,23.71,94,100,2.58,NG,1686003600
53,grytviken,-54.2811,-36.5092,2.39,96,100,2.13,GS,1686003099
54,cluses,46.0625,6.575,17.44,83,1,1.94,FR,1686003600
55,kodiak,57.79,-152.4072,6.73,100,100,9.77,US,1686003107
56,mwinilunga,-11.7358,24.4293,18.89,42,85,1.68,ZM,1686003600
57,ushuaia,-54.8,-68.3,2.81,87,0,2.06,AR,1686003047
58,mil'kovo,55.6078,37.7956,9.73,83,18,2.47,RU,1686003600
59,thompson,55.7435,-97.8558,25.09,57,75,2.06,CA,1686003109
60,saint-martin-des-champs,48.5833,-3.8333,13.77,92,1,5.15,FR,1686003600
61,peterhead,57.5058,-1.7981,10.22,80,11,2.36,GB,1686003600
62,suez,29.9737,32.5263,20.15,64,2,4.53,EG,1686003601
63,punta arenas,-53.15,-70.9167,3.06,93,0,3.6,CL,1686002971
64,chom thong,18.4174,98.6743,27.14,92,100,1.03,TH,1686003601
65,sinabang,2.4803,96.3801,26.38,81,100,0.59,ID,1686003117
66,west island,-12.1568,96.8225,24.99,88,75,5.14,CC,1686003109
67,margaret river,-33.95,115.0667,10.5,72,100,8.88,AU,1686003114
68,fort st. john,56.2499,-120.8529,15.94,29,75,4.63,CA,1686003110
69,kulhudhuffushi,6.6221,73.07,27.51,80,100,4.43,MV,1686003601
70,derzhavinsk,51.1,66.3167,24.53,25,0,2.93,KZ,1686003601
71,qaqortoq,60.7167,-46.0333,3.7,78,91,1.62,GL,1686002885
72,howard springs,-12.497,131.047,22.95,85,48,1.49,AU,1686003100
73,alice springs,-23.7,133.8833,15.75,67,23,0.0,AU,1686003064
74,ormara,25.2088,64.6357,29.01,84,62,6.84,PK,1686003602
75,puerto aysen,-45.4,-72.7,7.26,97,100,3.44,CL,1686003602
76,tokar,18.4254,37.729,31.02,62,14,2.55,SD,1686003602
77,ilulissat,69.2167,-51.1,-0.99,86,75,5.66,GL,1686003122
78,flying fish cove,-10.4217,105.6791,24.82,73,100,4.12,CX,1686003602
79,kununurra,-15.7667,128.7333,15.99,94,51,0.51,AU,1686003113
80,kapuskasing,49.4169,-82.4331,17.05,45,20,6.17,CA,1686003107
81,puerto natales,-51.7236,-72.4875,1.48,91,32,2.13,CL,1686003098
82,san rafael,-34.6177,-68.3301,15.94,43,74,4.91,AR,1686003603
83,pudozh,61.8099,36.5345,5.82,87,70,2.3,RU,1686003603
84,plainview,40.7765,-73.4673,23.88,48,75,1.54,US,1686003603
85,cururupu,-1.8283,-44.8683,24.47,90,9,1.51,BR,1686003603
86,biloela,-24.4167,150.5,18.55,70,16,6.5,AU,1686003603
87,cabo san lucas,22.8909,-109.9124,33.61,30,0,6.17,MX,1686003144
88,kilju,40.9642,129.3278,19.87,52,7,1.9,KP,1686003603
89,xinyi,22.373,110.9475,24.73,91,23,1.87,CN,1686003603
90,verkhnevilyuysk,63.4453,120.3167,7.4,68,51,2.46,RU,1686003604
91,enriquillo,17.9,-71.2333,30.82,77,11,3.2,DO,1686003604
92,codrington,-38.2667,141.9667,14.62,82,45,6.3,AU,1686003138
93,camocim,-2.9022,-40.8411,26.13,83,44,5.09,BR,1686003604
94,midland,31.9974,-102.0779,28.51,41,40,4.63,US,1686003604
95,sitka,57.0531,-135.33,9.94,76,100,2.57,US,1686003129
96,morehead city,34.7229,-76.726,24.45,68,0,4.63,US,1686003159
97,reggane,26.7158,0.1714,32.96,13,2,4.12,DZ,1686003116
98,ocean shores,46.9737,-124.1563,22.94,65,0,5.66,US,1686003604
99,al mijlad,11.0333,27.7333,28.2,58,100,3.25,SD,1686003604
100,am timan,11.0297,20.2827,28.93,62,100,5.04,TD,1686003604
101,buchanan,5.8808,-10.0467,24.53,95,100,2.62,LR,1686003605
102,hawaiian paradise park,19.5933,-154.9731,27.73,73,0,5.14,US,1686003108
103,bilibino,68.0546,166.4372,10.63,58,100,1.61,RU,1686003098
104,saint-philippe,-21.3585,55.7679,21.77,87,43,6.03,RE,1686003010
105,kayangel,8.0823,134.7173,28.57,79,90,7.58,PW,1686003605
106,wailua homesteads,22.0669,-159.378,27.24,75,0,3.6,US,1686003106
107,chonchi,-42.6128,-73.8092,10.56,85,100,4.45,CL,1686003115
108,gereida,11.2811,25.1414,28.87,58,98,3.58,SD,1686003605
109,tchibanga,-2.85,11.0333,21.11,97,62,0.98,GA,1686003605
110,broome,42.2506,-75.833,22.27,36,0,5.66,US,1686003153
111,katsuura,35.1333,140.3,21.64,83,100,5.23,JP,1686003114
112,nampula,-15.1165,39.2666,17.55,95,0,1.56,MZ,1686003605
113,pandan,14.0453,124.1694,27.02,87,100,2.94,PH,1686003137
114,invercargill,-46.4,168.35,4.32,90,33,1.71,NZ,1686003113
115,madalena,41.2162,-8.3345,20.3,79,78,0.98,PT,1686003606
116,myanaung,18.2833,95.3167,26.84,83,100,2.52,MM,1686003606
117,belmonte,-15.8631,-38.8828,22.86,72,0,3.41,BR,1686003152
118,puerto gaitan,4.3133,-72.0816,27.33,80,91,2.37,CO,1686003606
119,arhribs,36.7936,4.3116,15.55,92,24,1.97,DZ,1686003606
120,alvaraes,-3.2208,-64.8042,24.93,95,43,1.11,BR,1686003606
121,selfoss,63.9331,-20.9971,7.25,72,28,4.05,IS,1686003606
122,colchani,-20.3,-66.9333,4.13,32,0,0.66,BO,1686003606
123,udachny,66.4167,112.4,1.36,80,92,6.65,RU,1686002978
124,indramayu,-6.3264,108.32,25.47,81,100,2.46,ID,1686003137
125,yellowknife,62.456,-114.3525,21.29,56,75,2.57,CA,1686003102
126,tura,25.5198,90.2201,25.65,52,0,1.87,IN,1686003113
127,myski,53.709,87.8014,16.28,83,5,1.28,RU,1686003541
128,gadzhiyevo,69.2551,33.3362,2.36,97,100,9.71,RU,1686003104
129,shirdi,19.7667,74.4833,26.72,68,15,7.37,IN,1686003607
130,desna,50.9273,30.7605,15.48,59,70,2.02,UA,1686003607
131,thunder bay,48.4001,-89.3168,19.99,64,75,5.66,CA,1686003099
132,sur,22.5667,59.5289,33.05,45,25,5.67,OM,1686003111
133,qui nhon,13.7667,109.2333,26.01,83,99,2.21,VN,1686003154
134,guaratinga,-16.5667,-39.5667,18.54,80,16,1.37,BR,1686003608
135,katima mulilo,-17.5,24.2667,18.27,38,0,3.05,NA,1686003608
136,minas de marcona,-15.2119,-75.1103,16.25,70,1,5.23,PE,1686003608
137,woodland park,40.8898,-74.1949,23.57,42,100,3.09,US,1686003608
138,okola,4.0167,11.3833,20.96,99,96,1.33,CM,1686003608
139,keflavik,64.0049,-22.5624,7.24,81,75,4.12,IS,1686003160
140,yangambi,0.8102,24.4336,19.69,99,90,0.9,CD,1686003608
141,tubarjal,30.4999,38.216,26.08,28,36,6.99,SA,1686003608
142,nikolayevsk-on-amure,53.1406,140.73,17.21,54,100,1.21,RU,1686003157
143,lata,40.1629,-8.3327,19.4,84,84,0.83,PT,1686003609
144,walvis bay,-22.9575,14.5053,11.72,78,0,1.69,NA,1686003609
145,georgetown,5.4112,100.3354,27.96,74,40,1.03,MY,1686003097
146,quiberon,47.4841,-3.1196,18.37,74,100,3.13,FR,1686003334
147,minas de barroteran,27.6333,-101.2833,31.79,37,32,3.94,MX,1686003609
148,constantia,44.1833,28.65,12.61,62,12,4.25,RO,1686002903
149,tralee,52.2704,-9.7026,13.52,81,48,1.0,IE,1686003107
150,kismayo,-0.3582,42.5454,26.19,82,34,6.44,SO,1686003609
151,netrakona,24.8833,90.7167,28.4,51,0,1.95,BD,1686003609
152,bredasdorp,-34.5322,20.0403,9.13,76,70,1.34,ZA,1686003110
153,sola,-13.8833,167.55,26.45,79,100,9.45,VU,1686003136
154,susuman,62.7833,148.1667,13.24,41,15,4.1,RU,1686003047
155,mato verde,-15.3972,-42.8664,20.39,33,0,1.81,BR,1686003610
156,garoua boulai,5.8833,14.55,18.1,98,85,1.71,CM,1686003610
157,harper,4.375,-7.7169,25.67,87,100,3.75,LR,1686003610
158,beinamar,8.6698,15.3813,24.59,80,81,1.65,TD,1686003610
159,ust-nera,64.5667,143.2,14.81,40,48,2.13,RU,1686003116
160,tiksi,71.6872,128.8694,1.59,95,100,1.34,RU,1686002991
161,aripuana,-9.1667,-60.6333,27.18,69,96,0.61,BR,1686003610
162,port saint john's,-31.6229,29.5448,15.07,55,97,2.08,ZA,1686003610
163,nadym,65.5333,72.5167,9.84,83,0,4.81,RU,1686003610
164,anadyr,64.75,177.4833,5.28,93,100,7.0,RU,1686003122
165,nemuro,43.3236,145.575,10.28,82,0,0.58,JP,1686003106
166,hammerfest,70.6634,23.6821,3.25,75,75,7.2,NO,1686003154
167,altai,46.3722,96.2583,10.77,51,37,1.96,MN,1686003611
168,tashtagol,52.7657,87.8894,15.41,86,17,1.31,RU,1686003611
169,villa ojo de agua,-29.5,-63.6938,12.44,83,94,3.46,AR,1686003158
170,fale old settlement,-9.3852,-171.2468,28.46,75,11,4.99,TK,1686003125
171,kashgar,39.4547,75.9797,20.56,32,20,4.0,CN,1686003611
172,arraial do cabo,-22.9661,-42.0278,21.77,77,0,3.21,BR,1686003108
173,rio grande,-32.035,-52.0986,13.06,71,100,1.87,BR,1686003611
174,saint-lo,49.1162,-1.0903,12.24,97,4,4.49,FR,1686003611
175,namtsy,62.7161,129.6658,12.1,55,20,4.79,RU,1686003611
176,taltal,-25.4,-70.4833,16.37,83,24,1.12,CL,1686003118
177,toliara,-23.35,43.6667,21.95,69,0,1.99,MG,1686003611
178,san andres,12.5847,-81.7006,28.01,78,75,2.57,CO,1686003140
179,lebu,-37.6167,-73.65,12.97,90,98,3.87,CL,1686003119
180,alofi,-19.0595,-169.9187,25.94,73,75,6.69,NU,1686003111
181,howrah,22.5892,88.3103,30.0,84,20,1.54,IN,1686003107
182,aykhal,66.0,111.5,0.56,93,98,7.11,RU,1686003155
183,sinop,41.7711,34.8709,12.95,98,100,1.41,TR,1686002957
184,badger,64.8,-147.5333,22.78,30,40,3.6,US,1686003109
185,college,64.8569,-147.8028,22.83,29,40,3.6,US,1686003126
186,lompoc,34.6391,-120.4579,19.88,80,100,5.66,US,1686003146
187,christchurch,-43.5333,172.6333,8.56,90,100,4.12,NZ,1686003612
188,puerto ayora,-0.7393,-90.3518,27.98,92,94,2.68,EC,1686003104
189,bardai,11.65,7.2333,28.85,53,79,4.75,NG,1686003141
190,mossel bay,-34.1831,22.146,8.96,65,94,2.72,ZA,1686003139
191,olonkinbyen,70.9221,-8.7187,-0.1,83,63,3.43,SJ,1686003099
192,fort bragg,35.139,-79.006,27.47,48,40,2.57,US,1686003098
193,sittwe,20.15,92.9,26.05,84,96,1.77,MM,1686003612
194,arys,42.4252,68.795,23.77,15,3,2.17,KZ,1686003612
195,pahrump,36.2083,-115.9839,34.58,11,41,4.92,US,1686003613
196,isafjordur,66.0755,-23.124,5.5,91,100,1.99,IS,1686002929
197,hung yen,20.65,106.0667,26.06,89,100,1.14,VN,1686003613
198,tual,-5.6667,132.75,27.17,81,50,7.39,ID,1686003150
199,magadan,59.5667,150.8,10.85,63,68,1.78,RU,1686003613
200,sault ste. marie,46.5168,-84.3333,26.16,47,40,4.63,CA,1686003143
201,vilyuysk,63.7553,121.6247,6.71,72,100,2.84,RU,1686003100
202,sidi okba,34.7451,5.8983,27.16,54,40,5.66,DZ,1686003613
203,yuzhno-kurilsk,44.0306,145.8556,11.77,74,33,0.89,RU,1686003042
204,hinthada,17.6333,95.4667,26.58,85,93,1.49,MM,1686003510
205,novaya ladoga,60.1025,32.3019,9.63,77,89,4.8,RU,1686003613
206,quatre cocos,-20.2078,57.7625,24.06,78,35,7.18,MU,1686003613
207,eyl,7.9803,49.8164,27.41,81,98,9.41,SO,1686003614
208,prince rupert,54.3161,-130.3201,11.05,75,100,2.06,CA,1686003614
209,tanout,14.9709,8.8879,33.27,32,100,5.21,NE,1686003614
210,benguela,-12.5763,13.4055,20.83,91,14,0.69,AO,1686003137
211,tefe,-3.3542,-64.7114,25.06,94,75,2.06,BR,1686003614
212,ketchikan,55.3422,-131.6461,12.26,58,100,2.57,US,1686003124
213,avarua,-21.2078,-159.775,24.03,57,20,2.57,CK,1686003100
214,las palmas,28.4204,-14.0131,20.44,78,20,1.54,ES,1686003614
215,la passe,45.5549,-0.8967,21.13,67,8,3.57,FR,1686003157
216,srikakulam,18.3,83.9,28.76,68,94,1.8,IN,1686003614
217,yinchuan,38.4681,106.2731,21.53,20,99,1.08,CN,1686003615
218,weno,7.4515,151.8468,28.97,84,100,3.09,FM,1686003132
219,klyuchi,52.2667,79.1667,21.73,57,3,3.29,RU,1686003107
220,enewetak,11.3474,162.3373,27.81,80,86,4.36,MH,1686003105
221,itoman,26.1247,127.6694,26.01,83,75,6.69,JP,1686003615
222,rocha,-34.4833,-54.3333,8.35,85,75,0.82,UY,1686003615
223,salalah,17.0151,54.0924,30.05,79,75,2.06,OM,1686003152
224,mount isa,-20.7333,139.5,11.87,94,1,0.0,AU,1686003141
225,hede,33.7681,120.2517,16.41,90,56,1.56,CN,1686003615
226,assab,13.0092,42.7394,31.22,72,34,1.34,ER,1686003615
227,crane,31.3974,-102.3501,27.64,36,72,5.57,US,1686003615
228,bontang,0.1333,117.5,24.37,91,55,2.05,ID,1686003615
229,port lincoln,-34.7333,135.8667,14.83,68,0,7.34,AU,1686003121
230,inarajan village,13.2736,144.7484,28.55,83,100,5.8,GU,1686003616
231,oppdal,62.5943,9.6912,7.4,86,65,1.68,NO,1686003616
232,stanley,54.868,-1.6985,10.85,86,75,2.06,GB,1686003110
233,upper dir,35.2058,71.8756,16.37,55,0,3.67,PK,1686003616
234,petropavlovsk-kamchatsky,53.0452,158.6483,8.21,76,75,1.0,RU,1686003098
235,hermanus,-34.4187,19.2345,11.7,69,40,1.85,ZA,1686002996
236,edmonton,53.5501,-113.4687,20.25,60,100,4.12,CA,1686003318
237,erdaojiang,41.7764,126.0319,14.09,86,78,1.2,CN,1686003616
238,colac,-38.3333,143.5833,12.87,83,85,4.79,AU,1686003341
239,nema,57.5067,50.5011,8.96,74,34,2.11,RU,1686003134
240,hwacheon,38.1061,127.7067,18.86,83,39,0.76,KR,1686003617
241,st. john's,47.5649,-52.7093,7.93,95,100,3.09,CA,1686003110
242,fort mcmurray,56.7268,-111.381,25.77,65,40,4.12,CA,1686003101
243,robertsport,6.7533,-11.3686,26.98,82,100,4.55,LR,1686003617
244,karatau,43.1667,70.4667,22.55,15,2,3.2,KZ,1686003617
245,saacow,1.6279,42.4407,24.81,85,33,4.76,SO,1686003617
246,nar'yan-mar,67.6713,53.087,4.31,76,98,10.67,RU,1686003143
247,puerto deseado,-47.7503,-65.8938,13.36,55,100,14.71,AR,1686003617
248,vorgashor,67.5833,63.95,7.76,72,11,6.41,RU,1686003118
249,jamestown,42.097,-79.2353,20.57,43,0,4.12,US,1686003024
250,lensk,60.7253,114.9278,7.49,86,100,2.29,RU,1686003561
251,raahe,64.6833,24.4833,9.05,73,7,6.19,FI,1686003403
252,yumbel,-37.0833,-72.5667,13.13,72,100,1.72,CL,1686003618
253,horta,38.5333,-28.6333,17.79,91,100,5.36,PT,1686003103
254,valley center,33.2184,-117.0342,21.78,65,7,1.79,US,1686003618
255,tazovsky,67.4667,78.7,7.92,98,52,4.09,RU,1686003103
256,changji,44.0167,87.3167,24.44,20,0,7.0,CN,1686003102
257,port alfred,-33.5906,26.891,13.71,69,100,3.16,ZA,1686002869
258,gaiman,-43.2897,-65.4929,20.1,22,85,12.41,AR,1686003618
259,bulgan,48.8125,103.5347,12.28,65,42,2.17,MN,1686003618
260,haiku-pauwela,20.9219,-156.3051,28.01,51,40,11.32,US,1686003115
261,yugorsk,61.3133,63.3319,10.73,59,0,2.15,RU,1686003618
262,san antonio de pale,-1.4014,5.6325,25.16,87,85,5.21,GQ,1686003115
263,callao,-12.0667,-77.15,23.16,68,100,6.17,PE,1686003619
264,loralai,30.3705,68.598,21.82,51,0,1.4,PK,1686003619
265,sangueya,10.7,-14.3667,26.8,77,94,2.6,GN,1686003619
266,ma'rib,15.4591,45.3253,28.63,16,4,1.02,YE,1686003619
267,utrik,11.2278,169.8474,27.46,80,96,8.79,MH,1686003120
268,borogontsy,62.6683,131.1683,12.22,57,71,4.4,RU,1686003619
269,cienfuegos,22.1461,-80.4356,29.92,61,30,5.15,CU,1686003619
270,champerico,14.3,-91.9167,32.3,72,100,3.39,GT,1686003619
271,paredon,16.0333,-93.8667,30.99,66,45,3.3,MX,1686003619
272,armacao de buzios,-22.7469,-41.8817,21.09,81,0,3.22,BR,1686003619
273,nova sintra,14.8667,-24.7167,20.73,80,7,1.83,CV,1686003117
274,les anglais,18.3054,-74.2197,29.4,77,22,3.82,HT,1686003620
275,mayya,61.7333,130.2811,12.62,54,83,3.08,RU,1686003620
276,ta`u,-14.2336,-169.5144,27.65,73,66,7.32,AS,1686003620
277,luderitz,-26.6481,15.1594,14.78,50,0,0.74,NA,1686003620
278,shimanovsk,52.0,127.7,11.85,77,99,4.36,RU,1686003620
279,lulea,65.5842,22.1547,8.04,53,0,5.14,SE,1686003620
280,yokadouma,3.5167,15.05,20.45,99,49,0.9,CM,1686003159
281,raciborz,50.0919,18.2193,18.12,81,100,2.31,PL,1686003620
282,remire-montjoly,4.9167,-52.2667,27.02,83,48,2.06,GF,1686003149
283,robstown,27.7903,-97.6689,28.32,68,0,1.54,US,1686003620
284,kavieng,-2.5744,150.7967,28.68,76,47,5.1,PG,1686003620
285,afaahiti,-17.75,-149.2833,28.93,72,39,4.33,PF,1686003100
286,whitehorse,60.7161,-135.0538,15.43,57,100,4.92,CA,1686003134
287,hualien city,23.9769,121.6044,26.97,84,34,3.1,TW,1686003621
288,labytnangi,66.6572,66.4183,9.73,66,71,4.01,RU,1686003150
289,anar darah,32.7587,61.654,27.08,14,6,3.34,AF,1686003621
